iso,umd_tree_cover_loss__year,umd_tree_cover_loss__ha,gfw_gross_emissions_co2e_all_gases__Mg
MEX,2004,169841.4503,56768676.07
MKD,2004,2200.45235,820010.1892
MLI,2004,153.3126343,57412.25811
MLT,2004,2.504050279,630.4673107
MMR,2004,102186.3236,52387636.73
MNE,2004,915.3286137,376279.9424
MNG,2004,53302.97359,16447590.59
MOZ,2004,107725.6994,33641991.88
MRT,2004,0.073707407,12.12172492
MSR,2004,7.670082819,4309.190483
MTQ,2004,166.9943681,81845.79872
MUS,2004,328.8277761,152037.43
MWI,2004,5712.450872,2163355.014
MYS,2004,351801.5405,200487329
MYT,2004,5.104813809,2183.095068
NAM,2004,61.463207,15892.06461
NCL,2004,1510.202993,647985.7323
NER,2004,0.075177348,14.59875139
NGA,2004,14643.94795,5313680.895
NIC,2004,21064.75244,10099536.12
NLD,2004,1297.312207,450438.3209
NOR,2004,33742.07112,7220343.938
NPL,2004,2479.589152,1274451.011
NZL,2004,60680.50743,28232497.48
OMN,2004,0,0.582380212
PAK,2004,1168.056217,351323.4887
PAN,2004,16835.99287,8710108.996
PER,2004,101320.4688,62750206.21
PHL,2004,48579.06243,27248182.43
PLW,2004,29.82970905,21548.48142
PNG,2004,58329.43331,41339426.3
POL,2004,41873.83975,12728074.75
PRI,2004,1323.684332,605464.9911
PRK,2004,11358.56694,2691349.924
PRT,2004,55314.55767,14139155.39
PRY,2004,247347.943,71253299.66
PSE,2004,1.180418107,278.492189
ROU,2004,18859.00772,7739249.421
RUS,2004,3521017.879,566152156.4
RWA,2004,1121.687132,457994.6036
SDN,2004,13.20682805,3636.96093
SEN,2004,128.0469593,42872.35041
SGP,2004,34.99393024,12688.27153
SLB,2004,3543.180225,2658487.243
SLE,2004,4019.839491,1628148.817
SLV,2004,4554.936208,1833609.329
SMR,2004,0.613287081,125.5658519
SOM,2004,215.0111914,45275.12797
SRB,2004,2637.804358,1107652.053
SSD,2004,10442.50618,2611388.523
SUR,2004,5423.311786,3789001.04
SVK,2004,4624.862474,2048916.997
SVN,2004,1271.787497,569256.0284
SWE,2004,271564.1661,55716514.11
SWZ,2004,5363.851962,3294706.419
SXM,2004,1.098571789,320.6881856
SYR,2004,107.0223453,28226.85201
TCA,2004,10.44454822,2070.858194
TCD,2004,456.7286127,126117.3092
TGO,2004,2761.038164,797288.431
THA,2004,91835.29434,47180332.12
TJK,2004,20.00465123,5162.775514
TKM,2004,28.8497196,7662.469387
TLS,2004,2061.910767,1129598.543
TTO,2004,734.0504236,362448.2673
TUN,2004,318.5653458,93326.8838
TUR,2004,28978.04726,7331916.9
TWN,2004,1858.343827,984897.7826
TZA,2004,66892.58738,21006956.8
UGA,2004,18076.7597,7362159.548
UKR,2004,49493.09679,15927925.91
URY,2004,15126.32598,4550848.226
USA,2004,2746257.288,846191193.7
UZB,2004,48.65639147,12135.01777
VCT,2004,21.28327655,11673.41418
VEN,2004,90986.85666,36873716.43
VGB,2004,2.630956387,993.8333222
VIR,2004,33.27492403,13778.3771
VNM,2004,73880.88154,38621371.5
VUT,2004,377.5604624,210839.0322
XAD,2004,1.589353235,485.7307274
XCA,2004,16.44449478,513.5477596
XKO,2004,572.839652,249061.0348
XNC,2004,15.4524238,4046.407189
ZAF,2004,72602.01358,38781530.45
ZMB,2004,28487.54906,9889696.939
ZWE,2004,8421.515295,3357748.94
AFG,2005,235.9568343,38775.18281
AGO,2005,93434.73684,27125712.98
AIA,2005,3.658662923,715.2999766
ALA,2005,698.8540973,149439.9747
ALB,2005,694.575351,276560.2421
AND,2005,2.396157698,877.9398645
ARG,2005,367249.3478,79829152.19
ARM,2005,104.0145776,30742.95877
ATG,2005,61.16559982,22402.16394
AUS,2005,177023.6081,39978969.32
AUT,2005,21657.14561,9997706.166
AZE,2005,246.2652588,63280.56102
BDI,2005,985.3796719,346853.4369
BEL,2005,3027.934669,1459416.658
BEN,2005,1591.086602,498532.6794
BES,2005,1.106611155,82.8779178
BFA,2005,16.907762,23941.55463
BGD,2005,3293.032456,1646540.611
BGR,2005,6566.710561,2396672.812
BHS,2005,1450.090574,347904.3993
BIH,2005,573.6156294,253973.6955
BLM,2005,0.073298845,16.30894931
BLR,2005,36192.43595,11088432.54
BLZ,2005,8103.846463,3653773.629
BMU,2005,0.326339101,92.14675692
BOL,2005,250748.3272,117731675.6
BRA,2005,3486562.705,1815445473
BRB,2005,9.518267798,2654.528302
BRN,2005,1278.318599,764121.1377
BTN,2005,770.0022306,438669.7536
BWA,2005,49.09584397,8504.297239
CAF,2005,29316.80744,12608709.28
CAN,2005,2920793.258,956384854.9
CHE,2005,2321.120704,1189098.342
CHL,2005,106925.7186,36309860.59
CHN,2005,383590.3454,159237909.8
CIV,2005,65320.73486,24371610.22
CMR,2005,25159.00557,13404430
COD,2005,485292.8788,272491660.3
COG,2005,18853.37768,9826983.813
COL,2005,188743.6709,98743153.36
COM,2005,86.55857499,43624.48379
CPV,2005,5.479304097,0
CRI,2005,16562.80375,7701692.045
CUB,2005,12833.60324,4338713.728
CUW,2005,0.677289202,172.0279943
CYM,2005,9.160497889,3276.849815
CYP,2005,34.65057256,8270.044953
CZE,2005,25560.17641,11138473.54
DEU,2005,39738.50154,17983639.57
DMA,2005,52.32315261,29847.32812
DNK,2005,9048.804003,2490014.353
DOM,2005,25088.10483,10290904.89
DZA,2005,4469.568629,1114108.719
ECU,2005,40379.26473,23152527.21
EGY,2005,52.65109406,19015.99732
ERI,2005,0,41.98028948
ESP,2005,48955.00105,13568865.26
EST,2005,14818.21345,3613928.978
ETH,2005,15868.63341,6670136.688
FIN,2005,230333.5206,45935430.57
FJI,2005,1665.637319,872784.3917
FRA,2005,46390.59105,19164131.78
GAB,2005,17699.01808,10503553.35
GBR,2005,8872.532132,3773263.55
GEO,2005,548.9994964,190445.3516
GHA,2005,41346.40078,18015842.21
GIN,2005,14580.93563,4988101.904
GLP,2005,223.0801862,85234.34078
GMB,2005,5.544739316,3125.051196
GNB,2005,3928.186248,1287975.917
GNQ,2005,1608.551506,966295.9879
GRC,2005,4180.682542,952251.6946
GRD,2005,47.48766736,26113.60137
GTM,2005,100829.2897,41892065.83
GUF,2005,2840.653312,2090581.647
GUY,2005,5832.153956,3740244.647
HKG,2005,8.768261271,2927.615133
HND,2005,40471.66286,18497799.5
HRV,2005,2747.170451,1139120.121
HTI,2005,2033.240901,805644.6369
HUN,2005,10398.14546,3813837.985
IDN,2005,1182441.785,939625587.1
IMN,2005,10.69349067,2953.837798
IND,2005,62504.67385,31215059.88
IRL,2005,8093.547856,3548062.649
IRN,2005,173.0219534,41167.74171
IRQ,2005,4.556405289,1185.826193
ISR,2005,137.2860979,31335.10252
ITA,2005,10896.06101,3078757.069
JAM,2005,7597.856756,3939602.762
JOR,2005,0.0654041,18.20600013
JPN,2005,36385.89071,14784946.19
KAZ,2005,3166.542801,866087.6768
KEN,2005,12745.43286,5459880.878
KGZ,2005,82.05093488,19243.16473
KHM,2005,64649.35026,33997870.71
KNA,2005,18.90325368,8689.958239
KOR,2005,8922.221204,2424049.198
LAO,2005,68327.27624,35583848.65
LBN,2005,300.1351942,77820.23984
LBR,2005,11323.80671,5332071.225
LBY,2005,21.82575351,4385.065725
LCA,2005,53.96006045,25915.69002
LIE,2005,5.532249858,2578.34102
LKA,2005,4682.153365,1872261.91
LSO,2005,2.013437065,599.9386603
LTU,2005,20384.54333,5727523.581
LUX,2005,67.94917344,33607.43879
LVA,2005,40712.26075,11143771.31
MAF,2005,4.906544016,1641.720599
MAR,2005,1526.380009,390914.7124
MDA,2005,109.776083,30682.94927
MDG,2005,93628.14996,42851486.09
MDV,2005,3.597419443,195.6210212
MEX,2005,206855.7161,71406599.4
MKD,2005,1306.67832,480265.2546
MLI,2005,83.21800502,28860.42427
MLT,2005,0.375244902,77.29403873
MMR,2005,91847.19125,48554192.26
MNE,2005,172.2862593,79747.16796
MNG,2005,7466.82574,1205163.373
MOZ,2005,150558.1388,49783448.07
MRT,2005,0.073900905,12.743073
MSR,2005,24.34238823,14883.62046
MTQ,2005,204.773849,96945.39691
MUS,2005,174.2112224,80568.24814
MWI,2005,9445.008719,3312470.406
MYS,2005,375419.863,226183712.2
MYT,2005,34.30775129,16565.03559
NAM,2005,64.32429262,11833.99066
NCL,2005,1471.686913,673691.79
NGA,2005,13279.8991,5015293.628
NIC,2005,95150.05188,47612453.48
NLD,2005,1472.038062,543174.772
NOR,2005,24918.83752,5459116.396
NPL,2005,2758.319494,1524800.161
NZL,2005,52519.23788,24726656.59
PAK,2005,948.1827763,237028.3753
PAN,2005,12349.22333,6588396.813
PER,2005,163023.1377,100202207.2
PHL,2005,49781.58481,27374545.01
PLW,2005,43.40984524,31374.86318
PNG,2005,39021.21608,27732231.22
POL,2005,82378.57067,26995575.82
PRI,2005,1288.007315,587451.1932
PRK,2005,16528.51423,3782236.994
PRT,2005,38934.42515,10030384.64
PRY,2005,262650.764,64510948.54
PSE,2005,0.456773346,93.2797214
REU,2005,225.3239566,117813.8545
ROU,2005,19418.21377,8398884.365
RUS,2005,1589993.162,326699274.1
RWA,2005,821.9229421,362772.9759
SDN,2005,100.1878736,27471.49199
SEN,2005,71.58203072,51756.23995
SGP,2005,82.29476475,29996.01642
SLB,2005,6549.425911,4856794.959
SLE,2005,6872.404838,2767727.615
SLV,2005,5880.546431,2374935.192
SMR,2005,0.167247596,37.05008155
SOM,2005,271.9112389,52302.47849
SRB,2005,1550.573728,657476.0335
SSD,2005,10566.19773,2558728.211
SUR,2005,3512.144503,2409683.429
SVK,2005,27674.41493,11777766.11
SVN,2005,1950.954262,891969.4569
SWE,2005,248560.1687,54254565.54
SWZ,2005,4535.096301,2948456.596
SXM,2005,3.588811762,947.5684552
SYC,2005,0.151844089,41.65734237
SYR,2005,791.8076299,174336.8994
TCA,2005,22.25030443,4101.305891
TCD,2005,472.3727029,131652.0234
TGO,2005,2047.965588,643239.0386
THA,2005,84287.06004,45087304.9
TJK,2005,28.53926539,7854.14871
TKM,2005,30.5327798,7401.765742
TLS,2005,1311.308118,732541.6929
TTO,2005,1228.863956,599995.5857
TUN,2005,632.9729463,177517.284
TUR,2005,20410.60263,5121706.998
TWN,2005,1522.31502,803362.5684
TZA,2005,91583.41419,29391759.23
UGA,2005,29172.07693,12195377.94
UKR,2005,36558.45416,12375415.68
UMI,2005,84.49769213,0
URY,2005,15919.04662,5189197.882
USA,2005,2691544.211,820168579.8
UZB,2005,21.18575016,5548.110335
VCT,2005,16.63506363,8876.545979
VEN,2005,94967.00677,38159166.17
VGB,2005,3.727422079,1463.637793
VIR,2005,20.30460963,7331.296314
VNM,2005,102211.1188,54449208.43
VUT,2005,254.4832671,146154.0485
XAD,2005,0.190439375,47.41658776
XCA,2005,6.98901279,317.8237274
XKO,2005,313.8317035,133784.5656
XNC,2005,3.654244014,919.2767446
ZAF,2005,104652.3464,63626198.21
ZMB,2005,57518.16135,19874733.33
ZWE,2005,11748.83515,4392054.292
ABW,2006,0.225486961,44.16871509
AFG,2006,152.0845359,22689.47114
AGO,2006,76940.42603,22472251.59
AIA,2006,1.317156598,259.3841553
ALA,2006,100.1445616,21954.57126
ALB,2006,962.7062924,423400.3874
AND,2006,6.624548271,2600.184441
ARG,2006,316447.2284,72914030.89
ARM,2006,129.7490667,39561.58259
ATG,2006,61.152116,19341.02652
AUS,2006,186303.9394,44817042.75
AUT,2006,12583.53339,6067702.353
AZE,2006,525.2014627,133005.8506
BDI,2006,343.5676257,118750.4907
BEL,2006,6916.084249,3457449.606
BEN,2006,1794.804498,503579.0216
BES,2006,6.900502289,78.03043113
BFA,2006,4.757071365,5987.949548
BGD,2006,6862.821263,3390807.011
BGR,2006,5171.123841,1848558.832
BHS,2006,1015.773944,244181.0259
BIH,2006,535.9688348,236865.9217
BLR,2006,42269.35271,13127536.95
BLZ,2006,4269.735224,1948239.45
BMU,2006,0.065301982,24.75855048
BOL,2006,216314.8215,99952939.54
BRA,2006,2876804.747,1459737101
BRB,2006,4.122334598,1202.373813
BRN,2006,1013.514425,613869.7826
BTN,2006,622.8728831,344556.5546
BWA,2006,40.10784404,7499.154576
CAF,2006,57883.22093,21796672.82
CAN,2006,2406190.736,835594374.5
CHE,2006,2048.850496,1036237.046
CHL,2006,91923.23939,32834058.84
CHN,2006,575232.887,227570606.8
CIV,2006,97780.65199,40183571.01
CMR,2006,35986.04111,18697472.09
COD,2006,453170.6128,260741490.6
COG,2006,22153.9381,12278297.19
COL,2006,189963.6017,97856094.47
COM,2006,12.96365993,7377.837158
CPV,2006,6.024247134,0
CRI,2006,10059.47496,5135844.713
CUB,2006,12305.08782,4428367.627
CUW,2006,3.460681364,1052.951224
CYM,2006,17.95942013,5752.70775
CYP,2006,58.60322574,14657.02756
CZE,2006,8606.687254,3793291.791
DEU,2006,42652.88487,20326722.54
DMA,2006,25.38270162,14354.24073
DNK,2006,5213.706719,1477680.754
DOM,2006,13413.9154,5356831.383
DZA,2006,5415.394074,1387005.565
ECU,2006,35602.59677,20596468.98
EGY,2006,38.12591039,11910.83889
ESP,2006,72719.07732,22128342.87
EST,2006,21731.76607,5404700.881
ETH,2006,12075.93886,5563122.437
FIN,2006,182294.8218,35982590.89
FJI,2006,1874.418806,996264.8625
FRA,2006,55049.47436,23680731.86
GAB,2006,19300.76156,10686308.13
GBR,2006,21053.4779,8294717.842
GEO,2006,531.3530526,186352.6277
GGY,2006,0.151252314,35.29800262
GHA,2006,27136.10603,11820584.84
GIN,2006,15305.72413,5644654.403
GLP,2006,62.26845623,25028.48547
GMB,2006,6.294415373,2014.841462
GNB,2006,2018.27363,673633.2511
GNQ,2006,1255.615539,756552.6055
GRC,2006,7345.97017,1474300.861
GRD,2006,31.53202039,17782.25028
GTM,2006,52558.40356,23314307.35
GUF,2006,2534.97069,1921530.651
GUY,2006,5933.770238,3818304.902
HKG,2006,20.81847235,5848.790153
HND,2006,41630.86209,18878978.28
HRV,2006,2204.198907,899060.4233
HTI,2006,1162.839786,461647.4199
HUN,2006,7989.93471,2999688.499
IDN,2006,1433150.234,1019021508
IMN,2006,26.24447503,8262.800787
IND,2006,67410.50808,33134463.07
IRL,2006,5248.275462,2405406.351
IRN,2006,140.7888508,32784.41492
IRQ,2006,6.240043598,1636.591551
ISR,2006,132.2276804,21850.70868
ITA,2006,8901.865352,2492362.557
JAM,2006,2797.683668,1391249.979
JEY,2006,0.202687906,37.17680706
JOR,2006,0.783579142,72.67769255
JPN,2006,38974.45383,16041148.5
KAZ,2006,3142.037634,731393.7335
KEN,2006,20656.43878,9749977.776
KGZ,2006,110.5831599,22360.94457
KHM,2006,80507.1954,43812765.71
KNA,2006,20.4544453,9405.545832
KOR,2006,10148.49521,2931620.521
LAO,2006,122677.8799,62814489.08
LBN,2006,148.8179049,38215.37006
LBR,2006,36221.24298,17385767.74
LBY,2006,16.30246551,3942.785339
LCA,2006,98.11695234,49644.1009
LIE,2006,11.59810537,5150.95457
LKA,2006,7730.473436,2963725.56
LSO,2006,2.425620266,936.3523547
LTU,2006,17449.72687,5090486.946
LUX,2006,365.9888042,185772.4675
LVA,2006,38893.50325,10962367.8
MAC,2006,3.49832494,0
MAF,2006,2.636319611,881.4015905
MAR,2006,2221.77692,608668.466
MDA,2006,173.201521,51676.61369
MDG,2006,71034.03766,28460220.77
MDV,2006,3.906378081,143.9107543
MEX,2006,179043.6659,62647213.81
MKD,2006,2042.132597,810653.3714
MLI,2006,103.7089366,34813.52463
MLT,2006,0.625885313,161.508823
MMR,2006,127464.1415,65259063.45
MNE,2006,175.546174,70549.52136
MNG,2006,13249.21445,4082653.978
MOZ,2006,172223.8975,58554911.14
MSR,2006,12.61260458,7062.976909
MTQ,2006,91.17823278,42083.00001
MUS,2006,142.4874223,63748.35276
MWI,2006,5563.048996,2362734.506
MYS,2006,333901.3949,208155635.1
MYT,2006,41.58675274,20910.54796
NAM,2006,17.04099672,3632.638314
NCL,2006,2134.532561,989546.7278
NGA,2006,26167.55795,9871983.326
NIC,2006,38875.4582,20024708.49
NLD,2006,1482.347281,570473.5039
NOR,2006,40648.51286,9023482.839
NPL,2006,3255.010029,1750734.814
NZL,2006,61671.65711,30438876.72
PAK,2006,1345.32011,356812.3475
PAN,2006,34322.71157,17697014.38
PER,2006,88915.88444,56425577.9
PHL,2006,57428.52505,31644860.08
PLW,2006,34.86713969,27232.84522
PNG,2006,56388.4053,40866483.99
POL,2006,37680.33709,12239386.22
PRI,2006,1242.998386,588878.0015
PRK,2006,12580.25143,3472397.987
PRT,2006,42566.30062,12529730.39
PRY,2006,148256.361,36030175.29
PSE,2006,0.723415528,133.7256075
REU,2006,628.8964876,323574.1077
ROU,2006,13066.51923,5752968.016
RUS,2006,2233420.255,376658590.1
RWA,2006,745.5328997,331461.8208
SDN,2006,4.150664514,1345.225732
SEN,2006,41.24825585,18166.1229
SGP,2006,56.06806504,22777.28629
SLB,2006,5068.41964,3801894.328
SLE,2006,28525.9284,11782387.31
SLV,2006,4604.314795,1820924.328
SOM,2006,118.5166969,24795.32695
SRB,2006,1891.223049,822779.9545
SSD,2006,8963.298123,2265838.372
SUR,2006,3404.350216,2398167.025
SVK,2006,8022.866911,3591069.482
SVN,2006,1246.118948,571955.8262
SWE,2006,249126.0801,54032826.19
SWZ,2006,9431.399995,6055499.768
SXM,2006,2.270716446,523.8958273
SYC,2006,0.151818217,0
SYR,2006,280.7515573,63460.75167
TCA,2006,4.577945866,976.7008026
TCD,2006,2981.897009,832183.8877
TGO,2006,1687.80643,511731.4479
THA,2006,99820.57963,52141287.13
TJK,2006,19.43307664,4599.080972
TKM,2006,13.62915283,3731.81487
TLS,2006,2929.092199,1636021.798
TTO,2006,1755.825236,853693.1337
TUN,2006,353.7352516,95128.46261
TUR,2006,25884.82381,6238892.987
TWN,2006,2076.722502,1129360.45
TZA,2006,85295.84419,26036056.87
UGA,2006,28448.19803,11482528.76
UKR,2006,42130.10873,14252223.65
UMI,2006,0.073094775,0
URY,2006,21029.2794,7432607.713
USA,2006,2605855.554,853694484
UZB,2006,53.07967529,12764.02903
VCT,2006,10.49410676,5569.202881
VEN,2006,85490.75854,34640059.16
VGB,2006,2.777119089,1200.758326
VIR,2006,73.8059374,29559.81284
VNM,2006,78777.19253,43546410.85
VUT,2006,219.1213868,123063.6393
XAD,2006,2.097757331,587.8537079
XCA,2006,8.970921929,833.9106515
XKO,2006,519.9870445,230774.0394
XNC,2006,15.89387124,4494.444547
ZAF,2006,104943.2707,62208041.31
ZMB,2006,40500.9012,14028846.7
ZWE,2006,14883.27679,7070110.639
AFG,2007,252.841662,40226.89353
AGO,2007,145286.7126,47912640.77
AIA,2007,8.63554887,1728.755121
ALA,2007,247.9460723,54227.44418
ALB,2007,5225.026688,1590582.812
AND,2007,2.169059292,961.3300238
ARG,2007,425345.2678,87351120.89
ARM,2007,54.53641566,16856.84055
ATG,2007,37.15782874,11234.60376
AUS,2007,372716.7841,77834935.59
AUT,2007,31669.68993,15463828.77
AZE,2007,507.5572253,134695.1179
BDI,2007,1861.686871,677899.9817
BEL,2007,5985.142534,3040424.389
BEN,2007,4659.699062,1466717.9
BES,2007,0.660916714,113.6359899
BFA,2007,2.868084606,8535.997586
BGD,2007,3995.102624,1944395.02
BGR,2007,9557.281925,3331912.009
BHS,2007,604.8076716,163690.2671
BIH,2007,2681.522459,803633.3933
BLR,2007,32656.75023,10293086.13
BLZ,2007,12263.6032,5729314.123
BOL,2007,189952.9201,91724048.87
BRA,2007,2621820.178,1273474115
BRB,2007,31.6282371,10827.47747
BRN,2007,1564.832815,898606.8293
BTN,2007,508.2207291,284527.9619
BWA,2007,33.55963859,6469.427312
CAF,2007,37308.15626,17705480.05
CAN,2007,2117900.17,759688267.8
CHE,2007,1852.248352,938696.5882
CHL,2007,121652.3289,44405403.34
CHN,2007,652978.7122,296248298
CIV,2007,90864.76358,37422155.88
CMR,2007,45916.05231,24316670.81
COD,2007,462903.2876,264822731.5
COG,2007,29764.68795,15788171.1
COL,2007,269029.2864,143760888.9
COM,2007,77.72839325,39225.2764
CPV,2007,0.591771181,0
CRI,2007,11447.87329,5833947.299
CUB,2007,7873.760798,2578071.521
CUW,2007,4.21289018,1093.923512
CYM,2007,17.86412731,5151.924572
CYP,2007,778.2392784,134160.0321
CZE,2007,21325.09484,9838487.312
DEU,2007,93223.62502,46764588.52
DMA,2007,40.30000141,23153.41004
DNK,2007,4381.407304,1280880.389
DOM,2007,16059.06186,6607384.564
DZA,2007,5201.556583,1387189.386
ECU,2007,60539.50437,34000860.16
EGY,2007,78.27013989,32191.16969
ESP,2007,60256.31685,21818888.94
EST,2007,16188.59507,4228927.339
ETH,2007,25608.57311,12505743.69
FIN,2007,151914.8779,31848292.65
FJI,2007,2148.467098,1125122.72
FRA,2007,49246.17317,22115235.3
GAB,2007,16501.47575,9625710.854
GBR,2007,31222.41959,12339982.25
GEO,2007,992.4460001,337217.3192
GHA,2007,40172.37056,17979066.24
GIN,2007,33821.27135,12994003.68
GLP,2007,158.3031189,64313.68482
GMB,2007,49.60546798,13238.35897
GNB,2007,6044.027621,2029689.863
GNQ,2007,3141.527252,1803583.608
GRC,2007,46061.55696,7085924.316
GRD,2007,67.81289337,37635.93625
GTM,2007,126556.7246,56331300.65
GUF,2007,3328.108834,2477262.963
GUY,2007,5249.63206,3385543.473
HKG,2007,29.58773664,5789.032263
HND,2007,42412.38496,19352460.11
HRV,2007,3237.112404,1298785.771
HTI,2007,2077.211676,823630.446
HUN,2007,9361.071277,3540420.001
IDN,2007,1387625.292,1146572732
IMN,2007,30.38838462,8678.190182
IND,2007,73906.51986,36588049.85
IRL,2007,11681.90158,5441013.602
IRN,2007,131.0592763,31573.91464
IRQ,2007,10.32854486,3506.053546
ISR,2007,47.96047012,11755.39698
ITA,2007,11590.05571,3339390.36
JAM,2007,1269.915259,631023.7858
JOR,2007,0.391925697,51.26170449
JPN,2007,45585.77816,19114100.65
KAZ,2007,4605.437639,1080246.636
KEN,2007,26102.96008,12881756.57
KGZ,2007,107.4293335,21454.48821
KHM,2007,77676.05563,42099907.5
KNA,2007,12.28689485,5889.404018
KOR,2007,8096.166335,2310940.962
LAO,2007,132995.1258,68827152.32
LBN,2007,273.0303215,73716.79813
LBR,2007,44282.08228,21961525.92
LBY,2007,4.290915298,928.9480526
LCA,2007,48.575696,25131.64319
LIE,2007,8.433932017,4494.897922
LKA,2007,10241.81996,3492067.163
LSO,2007,3.018690577,962.4221362
LTU,2007,16036.74941,4855237.165
LUX,2007,502.2325747,264115.7287
LVA,2007,36128.7537,10459119.24
MAC,2007,4.42678234,0
MAF,2007,2.709545012,812.3257088
MAR,2007,2513.070495,737959.6466
MDA,2007,236.2628222,67196.29958
MDG,2007,188580.0889,88456635.48
MDV,2007,6.1934676,216.2025703
MEX,2007,218600.7542,80504772.69
MKD,2007,3862.343733,1114122.577
MLI,2007,125.0852239,42168.39349
MLT,2007,0.813837645,219.7229988
MMR,2007,146598.3183,76993264.16
MNE,2007,1051.424389,347687.0598
MNG,2007,48081.70457,6709994.652
MOZ,2007,138492.6066,45540063.24
MSR,2007,10.47386603,5888.280522
MTQ,2007,155.675143,77866.92567
MUS,2007,131.7104811,60619.53409
MWI,2007,7494.461042,3057935.813
MYS,2007,405158.5125,269458871
MYT,2007,20.04483602,10500.73412
NAM,2007,80.07489582,14289.6139
NCL,2007,975.1134733,439317.2432
NER,2007,0.075170936,16.66103179
NGA,2007,24572.53018,9787420.456
NIC,2007,88499.9115,47637363.78
NLD,2007,1646.094035,665638.5662
NOR,2007,31841.16195,7340599.559
NPL,2007,3465.502269,1912992.204
NZL,2007,62642.62341,31049610.96
PAK,2007,1123.463104,278959.5044
PAN,2007,20644.52749,10803468.83
PER,2007,115742.7787,72346602.99
PHL,2007,66498.02542,36754352.06
PLW,2007,90.63736882,68048.81396
PNG,2007,49173.00346,36651881.71
POL,2007,57310.99658,19634543.82
PRI,2007,1037.451056,485318.917
PRK,2007,13289.30116,3449164.431
PRT,2007,36321.93875,12085897.84
PRY,2007,426216.1302,102202620.5
PSE,2007,1.179882171,320.0488925
ROU,2007,38081.9261,16541809.96
RUS,2007,2338922.622,431179049.1
RWA,2007,1429.976725,642530.335
SDN,2007,184.9207849,51006.53046
SEN,2007,172.3213261,66627.84573
SGP,2007,74.44906843,26197.03836
SLB,2007,5665.31338,4267728.156
SLE,2007,21878.47753,9495197.718
SLV,2007,2984.158948,1258965.77
SMR,2007,0.947952559,207.7334125
SOM,2007,270.5877625,55073.26392
SPM,2007,0.10590869,0
SRB,2007,2254.056465,896843.4188
SSD,2007,9523.609931,2631265.181
SUR,2007,3625.827878,2578618.231
SVK,2007,9485.823045,4427004.961
SVN,2007,2106.658484,970111.245
SWE,2007,182858.0368,41030508.68
SWZ,2007,6469.371087,4605563.581
SXM,2007,5.420395278,1239.007142
SYR,2007,1577.236882,313275.4546
TCA,2007,73.5404756,16365.3114
TCD,2007,1001.077371,273213.2981
TGO,2007,3187.393568,1106850.343
THA,2007,92628.55864,48771115.15
TJK,2007,14.0399934,3633.069824
TKM,2007,37.80768805,9310.650231
TLS,2007,1555.901781,865587.4044
TTO,2007,1108.586612,572010.7649
TUN,2007,878.4803312,227531.0616
TUR,2007,25344.1462,6442110.417
TWN,2007,1729.670144,925609.2143
TZA,2007,121685.2129,39840063.2
UGA,2007,36627.18579,16698134.36
UKR,2007,64266.43965,24478860.64
URY,2007,21529.69942,8235645.737
USA,2007,2435127.98,858433984.9
UZB,2007,43.11389129,10964.39646
VCT,2007,23.15694366,12811.63423
VEN,2007,114346.9797,49843838.17
VGB,2007,6.138666342,2431.046778
VIR,2007,25.06351793,10271.04866
VNM,2007,80225.30123,45254789.22
VUT,2007,111.8981949,63528.13889
XAD,2007,3.367707529,965.9032895
XCA,2007,17.06551944,757.5969274
XKO,2007,811.0238212,283266.1206
XNC,2007,12.67776585,3461.337818
ZAF,2007,47105.15704,26666269.42
ZMB,2007,53654.07997,17959221.03
ZWE,2007,9299.785557,3674318.148
AFG,2008,107.4062482,18666.37258
AGO,2008,103582.0364,30940896.11
AIA,2008,10.39065127,2249.441152
ALA,2008,1291.947955,292488.8924
ALB,2008,5471.318404,1794659.155
AND,2008,5.247863487,2693.479303
ARG,2008,592753.2272,133862735
ARM,2008,113.0315331,34965.34791
ATG,2008,45.69564378,15235.91192
AUS,2008,205724.854,49565873.71
AUT,2008,26895.74319,13380064.6
AZE,2008,472.3169241,131248.8454
BDI,2008,1999.445333,707053.3096
BEL,2008,7213.544886,3648953.385
BEN,2008,481.5517399,152420.1487
BES,2008,0.590921557,64.88589762
BFA,2008,4.757499022,19817.35306
BGD,2008,4480.089873,2192448.292
BGR,2008,6448.134767,2449053.694
BHS,2008,1949.235761,562349.565
BIH,2008,1551.788318,627942.2863
BLM,2008,0.146610286,44.27498352
BLR,2008,35896.4819,11585257.97
BLZ,2008,8216.09473,3787919.836
BMU,2008,0.195896768,69.36574618
BOL,2008,369850.5606,157472263.1
BRA,2008,2444308.038,1237236226
BRB,2008,13.71672659,4965.668664
BRN,2008,1299.95055,862306.0615
BTN,2008,775.3336951,419361.8745
BWA,2008,26.06325586,4953.031141
CAF,2008,31859.75234,13195277.56
CAN,2008,1949007.837,709209369.9
CHE,2008,2419.26864,1221587.189
CHL,2008,123068.3134,46625177.99
CHN,2008,738031.2919,336626586.2
CIV,2008,127554.8331,55292045.73
CMR,2008,35141.59928,19049981.91
COD,2008,404830.7294,229700281.4
COG,2008,17374.33581,8752137.054
COL,2008,231849.4997,126163954.8
COM,2008,34.95359878,17892.15474
CPV,2008,0.148145368,0
CRI,2008,21875.0408,11009851.86
CUB,2008,17083.73577,6784894.068
CUW,2008,5.492518068,1362.267065
CYM,2008,32.34618678,10288.19985
