"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1951","491.7",,"491.7","0","        99","0","        71","0","       11",,"         2","0","         1","0","       125","0","        12","0","       167","0","        29","0","-19.4","0,1217, ","76"," ,0,0211,+","51.0"," ,0,0208, ","53.6"," ,0,0610, ","35.6","0,0723, ","2874.6","6","2874.6","0","1071.0"," ,0","97.0"," ,0","11.9","0","18.8","0","5.0","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1952","534.6",,"534.6","0","       125","0","        88","0","        4",,"         5","0","         0","0","       122","0","         3","0","       164","0","        34","0","-14.4","0,0131,+","102"," ,0,0301, ","102.0"," ,0,0301, ","107.4"," ,0,0901, ","37.2","0,0627, ","2740.2","2","2740.2","0","1248.0"," ,0","318.0"," ,0","12.1","0","18.6","0","5.6","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1953","547.2",,"547.2","0","        98","0","        67","0","        6",,"         5","0","         0","0","       119","0","         3","0","       180","0","        42","0","-13.9","0,1219, ","178"," ,0,1107, ","178.0"," ,0,1107, ","72.9"," ,0,0906, ","37.8","0,0903,+","2659.0","0","2659.0","0","1076.8"," ,0","364.0"," ,0","12.7","0","19.7","0","5.6","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1954","567.6",,"567.6","0","       112","0","        67","0","       12",,"         6","0","         3","0","       138","0","        11","0","       174","0","        33","0","-18.9","0,0113,+","152"," ,0,0115,+","152.0"," ,0,0111, ","53.3"," ,0,0616, ","37.8","0,0801, ","2782.6","6","2782.6","0","829.1"," ,0","393.0"," ,0","12.1","0","19.1","0","5.1","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1955","564.7",,"564.7","0","       101","0","        64","0","        9",,"         6","0","         1","0","       126","0","        13","0","       184","0","        34","0","-18.3","0,0203, ","51"," ,0,1119,+","102.0"," ,0,0212, ","167.6"," ,0,0813, ","37.2","0,0803, ","2821.9","9","2821.9","0","1023.0"," ,0","421.0"," ,0","11.9","0","18.4","0","5.3","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1956","510.4",,"510.4","0","       121","0","        80","0","        7",,"         4","0","         0","0","       116","0","         5","0","       155","0","        32","0","-14.4","0,0128, ","127"," ,0,0120, ","127.0"," ,0,0120, ","54.4"," ,0,0721, ","35.6","0,0703,+","2980.2","2","2980.2","0","900.2"," ,0","305.0"," ,0","12.0","0","18.3","0","5.7","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1957","571.2",,"571.2","0","       116","0","        77","0","       19",,"        13","0","         4","0","       128","0","        10","0","       154","0","        34","0","-24.4","0,0118, ","305"," ,0,1205, ","203.0"," ,0,1205, ","51.8"," ,0,0917, ","38.3","0,0723,+","2683.9","9","2683.9","0","910.5"," ,0","927.0"," ,0","12.2","0","18.6","0","5.8","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1958","465.2",,"465.2","0","       110","0","        77","0",,,"        10","0","         0","0","       124","0","        23","0","       163","0","        19","0","-16.1","0,1216,+",,,"406.0"," ,0,0216, ","85.9"," ,0,0320, ","33.9","0,0801,+","2954.9","9","2954.9","0","1126.6"," ,0","1115.0"," ,0","11.0","0","17.1","0","5.0","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1959","739.1",,"739.1","0","       100","0","        72","0","        3",,"         4","0","         1","0","       120","0","        13","0","       179","0","        43","0","-18.3","0,0118, ","25"," ,0,0128,+","102.0"," ,0,0413, ","59.7"," ,0,0809, ","37.8","0,0701, ","2904.2","2","2904.2","0","864.5"," ,0","293.0"," ,0","12.8","0","19.3","0","6.3","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1960","494.9",,"494.9","0","        98","0","        70","0","       42",,"         9","0","         2","0","       141","0","        17","0","       170","0","        17","0","-21.7","0,1223, ","356"," ,0,1212, ","356.0"," ,0,1212, ","76.2"," ,0,0912, ","35.0","0,0831, ","2835.3","3","2835.3","0","1014.8"," ,0","1128.0"," ,0","11.3","0","17.8","0","4.8","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1961","581.3",,"581.3","0","       117","0","        79","0","       33",,"        11","0","        11","0","       124","0","        16","0","       168","0","        29","0","-25.6","0,0122, ","356"," ,0,0212,+","254.0"," ,0,0204, ","47.0"," ,0,0413, ","34.4","0,0904,+","3166.7","7","3166.7","0","971.0"," ,0","1048.0"," ,0","11.7","0","18.1","0","5.4","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1962","471.8",,"471.8","0","       112","0","        68","0","       29",,"        14","0","         1","0","       137","0","        24","0","       163","0","        20","0","-20.0","0,0211, ","203"," ,0,1230, ","216.0"," ,0,0306, ","59.7"," ,0,1005, ","37.2","0,0821, ","2871.6","6","2871.6","0","915.5"," ,0","1248.0"," ,0","11.2","0","17.6","0","4.8","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1963","431.2",,"431.2","0","        90","0","        60","0","       34",,"         9","0","         3","0","       128","0","        27","0","       168","0","        23","0","-22.8","0,0129, ","152"," ,0,1224,+","178.0"," ,0,1224, ","77.5"," ,0,0821, ","35.6","0,0727, ","3117.6","6","3117.6","0","1026.4"," ,0","626.0"," ,0","11.1","0","17.8","0","4.3","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1964","513.0",,"513.0","0","       100","0","        70","0","       26",,"        12","0","         2","0","       129","0","        10","0","       168","0","        33","0","-22.2","0,0115, ","152"," ,0,0212,+","152.0"," ,0,0114, ","42.7"," ,0,0514, ","36.7","0,0701, ","2914.3","3","2914.3","0","830.0"," ,0","1054.0"," ,0","11.9","0","18.7","0","5.2","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1965","531.9",,"531.9","0","       100","0","        56","0","       21",,"        10","0","         3","0","       127","0","        14","0","       165","0","        35","0","-21.7","0,0131, ","152"," ,0,0111, ","127.0"," ,0,0318,+","50.8"," ,0,0305, ","36.1","0,0819, ","2862.5","5","2862.5","0","745.4"," ,0","642.0"," ,0","11.8","0","18.6","0","4.9","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1966","565.1",,"565.1","0","        99","0","        66","0","       35",,"        10","0","         1","0","       134","0","        17","0","       160","0","        41","0","-21.1","0,0206, ","635"," ,0,0130, ","381.0"," ,0,0130, ","101.6"," ,0,0915, ","38.3","0,0704, ","2935.6","6","2935.6","0","1027.0"," ,0","1354.0"," ,0","11.7","0","18.2","0","5.2","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1967","403.1",,"403.1","0","       103","0","        66","0","       30",,"        12","0","         3","0","       125","0","        11","0","       155","0","        11","0","-22.8","0,0208, ","279"," ,0,0210, ","183.0"," ,0,1201, ","74.9"," ,0,0825, ","33.3","0,0617,+","2937.4","4","2937.4","0","1032.8"," ,0","980.0"," ,0","11.3","0","17.7","0","4.9","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1968","546.5",,"546.5","0","       105","0","        66","0","       16",,"         4","0","         3","0","       116","0","        22","0","       175","0","        28","0","-21.1","0,0102, ","127"," ,0,0312, ","152.0"," ,0,0312, ","55.1"," ,0,0528, ","35.6","0,0825, ","2982.5","5","2982.5","0","994.6"," ,0","343.0"," ,0","12.1","0","18.1","0","5.9","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1969","609.6",,"609.6","0","       100","0","        70","0","       13",,"         9","0","         0","0","       124","0","        11","0","       172","0","        19","0","-13.3","0,0105, ","102"," ,0,1227,+","152.0"," ,0,1226, ","97.0"," ,0,0810, ","35.6","0,0719, ","2704.5","5","2704.5","0","1086.4"," ,0","690.0"," ,0","12.1","0","17.8","0","6.4","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1970","652.1",,"652.1","0","       102","0","        83","0","       17",,"         5","0","         0","0","       105","0","        17","0","       165","0","        30","0","-16.1","0,0123, ","102"," ,0,0215,+","102.0"," ,0,0215, ","76.2"," ,0,0710, ","34.4","0,0924,+","2988.3","3","2988.3","0","963.5"," ,0","325.0"," ,0","12.4","0","18.0","0","6.7","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1971","568.4",,"568.4","0","       100","0","        75","0","        9",,"         4","0","         0","0","        98","0","        17","0","       167","0","        15","0","-13.9","0,0203,+","305"," ,0,0101, ","305.0"," ,0,0101, ","62.2"," ,0,1125, ","33.9","0,0709, ","2770.3","3","2770.3","0","1290.0"," ,0","393.0"," ,0","12.6","0","18.2","0","7.0","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1972","511.3",,"511.3","0","       130","0","        99","0","        7",,"         6","0","         0","0","        98","0","         8","0","       158","0","        15","0","-16.7","0,0116, ","127"," ,0,0220, ","102.0"," ,0,0224,+","142.2"," ,0,0622, ","35.0","0,0722,+","2463.7","7","2463.7","0","1442.3"," ,0","412.0"," ,0","12.3","0","17.5","0","7.0","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1973","679.8",,"679.8","0","       107","0","        80","0","        5",,"         3","0","         0","0","        87","0","        12","0","       170","0","        31","0","-12.8","0,0217, ","152"," ,0,1217, ","152.0"," ,0,1217, ","50.8"," ,0,0402, ","36.7","0,0902, ","2588.9","9","2588.9","0","1104.9"," ,0","220.0"," ,0","13.3","0","18.9","0","7.7","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1974","507.1",,"507.1","0","       116","0","        82","0","        8",,"         6","0","         0","0","       103","0","         5","0","       169","0","        17","0","-15.0","0,0210, ","152"," ,0,0209, ","102.0"," ,0,0209, ","50.8"," ,0,1202, ","34.4","0,0710, ","2467.1","1","2467.1","0","959.6"," ,0","258.0"," ,0","12.6","0","18.4","0","6.7","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1975","562.6",,"562.6","0","       119","0","        92","0","        8",,"         4","0","         0","0","        97","0","         7","0","       177","0","        14","0","-11.7","0,0210,+","76"," ,0,0205,+","127.0"," ,0,0205, ","129.5"," ,0,0926, ","35.6","0,0827,+","2640.2","2","2640.2","0","1388.4"," ,0","284.0"," ,0","12.8","0","18.3","0","7.4","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1976","527.1",,"527.1","0","       102","0","        75","0","        3",,"         2","0","         0","0","       121","0","        18","0","       172","0","        25","0","-15.0","0,0119, ","102"," ,0,0310, ","109.0"," ,0,0310, ","74.9"," ,0,0916, ","33.9","0,0629,+","2421.6","6","2421.6","0","1136.2"," ,0","256.0"," ,0","12.1","0","18.0","0","6.1","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1977","699.0",,"699.0","0","       107","0","        71","0","       26",,"         4","0","         1","0","        93","0","        31","0","       179","0","        38","0","-18.3","0,0117, ","127"," ,0,0107, ","127.0"," ,0,0107, ","64.3"," ,0,1218, ","37.8","0,0707, ","2932.8","8","2932.8","0","865.7"," ,0","251.0"," ,0","12.8","0","18.6","0","7.1","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2926.8","8","2926.8","0",,,,,,,,,,
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1949","630.0",,"630.0","0","       106","0","        74","0","        2",,"         2","0","         0","0","        88","0","         2","0","       174","0","        27","0","-10.0","0,1217, ","102"," ,0,0228, ","102.0"," ,0,0228, ","48.5"," ,0,0829, ","36.7","0,0707,+",,,,,"988.0"," ,0","166.0"," ,0","13.4","0","19.4","0","7.5","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1950","465.3",,"465.3","0","       115","0","        82","0",,,,,"         0","0","       106","0","         9","0","       166","0","        13","0","-13.3","0,1227, ",,,,,"72.9"," ,0,0820, ","34.4","0,0627, ","2523.4","4","2523.4","0","1213.1"," ,0",,,"12.3","0","17.9","0","6.7","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1951","611.9",,"611.9","0","        98","0","        71","0","       11",,"         2","0","         0","0","        99","0","        12","0","       173","0","        28","0","-16.1","0,1217, ","76"," ,0,0211,+","51.0"," ,0,0208, ","52.8"," ,0,0610, ","35.6","0,0817,+","2629.4","4","2629.4","0","1059.9"," ,0","97.0"," ,0","12.8","0","18.8","0","6.9","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1952","632.6",,"632.6","0","       123","0","        90","0","        4",,"         5","0","         0","0","       104","0","         3","0","       165","0","        36","0","-13.3","0,0131, ","102"," ,0,0301, ","102.0"," ,0,0301, ","114.3"," ,0,0901, ","37.2","0,0627, ","2546.6","6","2546.6","0","1194.7"," ,0","318.0"," ,0","12.9","0","18.7","0","7.2","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1953","633.0",,"633.0","0","        98","0","        67","0","        6",,"         5","0","         0","0","        94","0","         3","0","       176","0","        43","0","-11.1","0,1219, ","178"," ,0,1107, ","178.0"," ,0,1107, ","73.9"," ,0,0906, ","39.4","0,0901, ","2464.0","0","2464.0","0","1066.8"," ,0","377.0"," ,0","13.5","0","19.8","0","7.3","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1954","647.0",,"647.0","0","       112","0","        68","0","       12",,"         6","0","         0","0","       117","0","        12","0","       172","0","        34","0","-15.6","0,0118, ","152"," ,0,0115,+","152.0"," ,0,0111, ","56.6"," ,0,0616, ","39.4","0,0801, ","2546.5","5","2546.5","0","837.1"," ,0","393.0"," ,0","12.8","0","19.1","0","6.6","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1955","664.7",,"664.7","0","        99","0","        66","0","        9",,"         6","0","         0","0","       114","0","        14","0","       184","0","        33","0","-15.6","0,0203,+","51"," ,0,1119,+","102.0"," ,0,0212, ","161.5"," ,0,0813, ","38.3","0,0803, ","2622.0","0","2622.0","0","1019.4"," ,0","423.0"," ,0","12.7","0","18.5","0","6.9","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1956","567.6",,"567.6","0","       118","0","        78","0","        7",,"         3","0","         0","0","       100","0","         4","0","       155","0","        34","0","-10.0","0,0224, ","127"," ,0,0120, ","127.0"," ,0,0120, ","50.8"," ,0,0721, ","36.7","0,0615, ","2850.9","9","2850.9","0","845.8"," ,0","280.0"," ,0","12.6","0","18.4","0","6.8","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1957","695.7",,"695.7","0","       117","0","        76","0","       20",,"        14","0","         2","0","        90","0","        10","0","       158","0","        45","0","-19.4","0,0118, ","305"," ,0,1205, ","203.0"," ,0,1205, ","53.3"," ,0,0917, ","38.9","0,0723,+","2495.5","5","2495.5","0","945.3"," ,0","945.0"," ,0","13.1","0","18.8","0","7.3","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1958",,,,,"       109","0","        76","0",,,"         8","0",,,,,,,,,,,,,,,"203.0"," ,0,0320, ","77.2"," ,0,0709, ",,,,,,,"1098.2"," ,0","582.0"," ,0",,,,,,
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1959","810.8",,"810.8","0","       102","0","        74","0","        3",,"         4","0","         0","0","       106","0","        12","0","       184","0","        48","0","-17.2","0,0118, ","25"," ,0,0128,+","102.0"," ,0,0413, ","58.2"," ,0,0809, ","38.9","0,0701, ","2748.5","5","2748.5","0","895.1"," ,0","293.0"," ,0","13.4","0","19.5","0","7.3","0"
"USC00180706","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","67.1","1960","585.6",,"585.6","0","        99","0","        69","0","       42",,"         9","0","         0","0","       123","0","        17","0","       175","0","        23","0","-17.2","0,1223, ","356"," ,0,1212, ","356.0"," ,0,1212, ","78.7"," ,0,0912, ","35.0","0,0831, ","2696.9","9","2696.9","0","1040.5"," ,0","1128.0"," ,0","12.2","0","18.0","0","6.4","0"
