"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1955","600.5",,"600.5","0","       105","0","        59","0",,,"         5","0","         1","0","       131","0","        14","0","       187","0","        33","0","-18.3","0,0213, ",,,"102.0"," ,0,0212, ","238.3"," ,0,0813, ","37.8","0,0803, ","2801.6","6","2801.6","0","1102.4"," ,0","306.0"," ,0","12.0","0","18.6","0","5.5","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1956","488.4",,"488.4","0","       123","0","        77","0","       13",,"         4","0","         0","0","       122","0","         4","0","       154","0","        28","0","-15.0","0,0128, ","152"," ,0,0319, ","150.0"," ,0,0319, ","62.5"," ,0,0721, ","35.6","0,0615,+","3035.6","6","3035.6","0","966.5"," ,0","366.0"," ,0","11.8","0","18.2","0","5.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1957","585.6",,"585.6","0","       102","0","        75","0","       17",,"         9","0","         4","0","       123","0","         9","0","       154","0","        38","0","-26.1","0,0118, ","279"," ,0,1205, ","102.0"," ,0,1204, ","56.6"," ,0,0917, ","38.9","0,0723,+","2705.0","0","2705.0","0","965.0"," ,0","434.0"," ,0","12.2","0","18.6","0","5.8","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1958","460.7",,"460.7","0","       101","0","        77","0",,,,,"         1","0","       124","0","        24","0","       162","0","        17","0","-18.9","0,0217, ",,,,,"91.9"," ,0,0709, ","33.3","0,0707,+","2970.7","7","2970.7","0","1197.9"," ,0",,,"11.0","0","17.0","0","5.1","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1959","707.2",,"707.2","0","        99","0","        71","0","        6",,"         2","0","         1","0","       119","0","        12","0","       177","0","        37","0","-17.8","0,0119, ","51"," ,0,0118,+","51.0"," ,0,0117, ","52.3"," ,0,0809, ","37.8","0,0701, ","2885.1","1","2885.1","0","938.5"," ,0","97.0"," ,0","12.7","0","19.1","0","6.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1960","507.7",,"507.7","0","        89","0","        74","0",,,,,"         3","0","       138","0","        18","0","       166","0","        16","0","-21.1","0,1223, ",,,,,"81.3"," ,0,0912, ","33.9","0,0831,+","2818.8","8","2818.8","0","1038.3"," ,0",,,"11.4","0","17.7","0","5.2","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1961","606.2",,"606.2","0","       104","0","        77","0",,,"         7","0","         7","0","       120","0","        17","0","       165","0","        29","0","-22.2","0,0129, ",,,"229.0"," ,0,0204, ","47.8"," ,0,0413, ","35.0","0,0725,+","3025.0","0","3025.0","0","1005.5"," ,0","724.0"," ,0","11.9","0","18.0","0","5.7","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1962","503.4",,"503.4","0","       100","0","        65","0","       24",,"         9","0","         1","0","       128","0","        22","0","       164","0","        20","0","-17.8","0,0211, ","203"," ,0,1229, ","203.0"," ,0,0306, ","48.8"," ,0,1110, ","37.2","0,0821, ","2868.7","7","2868.7","0","833.5"," ,0","841.0"," ,0","11.4","0","17.6","0","5.1","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1963","431.8",,"431.8","0","        81","0","        55","0",,,"         4","0","         5","0","       131","0","        28","0","       167","0","        25","0","-23.9","0,0129, ",,,"145.0"," ,0,1224, ","69.3"," ,0,1107, ","36.1","0,0728, ","3103.0","0","3103.0","0","947.1"," ,0","310.0"," ,0","11.0","0","17.7","0","4.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1964","547.7",,"547.7","0","        84","0","        59","0","       15",,"         7","0","         2","0","       133","0","        11","0","       166","0","        38","0","-21.7","0,0115, ","229"," ,0,0116,+","127.0"," ,0,0113, ","37.1"," ,0,1126, ","36.7","0,0701, ","2957.1","1","2957.1","0","707.4"," ,0","561.0"," ,0","11.9","0","18.6","0","5.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1965","561.0",,"561.0","0","        98","0","        56","0","       13",,"         7","0","         3","0","       130","0","        15","0","       162","0","        33","0","-20.0","0,0131, ","127"," ,0,0111, ","127.0"," ,0,0111, ","46.0"," ,0,0305, ","35.0","0,0819,+","2911.7","7","2911.7","0","694.4"," ,0","482.0"," ,0","11.8","0","18.3","0","5.2","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1966","577.0",,"577.0","0","        96","0","        69","0","       22",,"         8","0","         1","0","       128","0","        18","0","       153","0","        38","0","-17.8","0,0206, ","533"," ,0,0130, ","381.0"," ,0,0130, ","111.8"," ,0,0915, ","37.2","0,0704, ","2928.4","4","2928.4","0","982.8"," ,0","1137.0"," ,0","11.6","0","17.8","0","5.4","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1967",,,,,"        98","0","        59","0","       12",,"         8","0","         3","0","       116","0","        11","0","       155","0","        15","0","-21.1","0,0208, ","254"," ,0,1202,+","254.0"," ,0,1201, ","77.0"," ,0,0703, ","33.9","0,0617, ","2851.2","2","2851.2","0","951.1"," ,0","706.0"," ,0","11.3","0","17.6","0","5.0","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1968",,,,,"        84","0","        58","0",,,,,,,,,"        22","0","       168","0","        29","0",,,,,,,"60.2"," ,0,0703, ","35.6","0,0826,+",,,,,"1029.6"," ,0",,,,,"18.0","0",,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1969","553.2",,"553.2","0","       103","0","        68","0","        9",,"         5","0","         0","0","       133","0","        11","0","       172","0","        19","0","-15.0","0,0106, ","102"," ,0,1227,+","102.0"," ,0,1226, ","104.6"," ,0,0810, ","36.1","0,0719, ","2771.4","4","2771.4","0","1070.4"," ,0","285.0"," ,0","11.7","0","17.7","0","5.7","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1970","607.6",,"607.6","0","       103","0","        71","0","       15",,"         5","0","         0","0","       113","0","        15","0","       165","0","        29","0","-16.7","0,0123,+","102"," ,0,0109,+","76.0"," ,0,0215, ","69.9"," ,0,0820, ","34.4","0,0924,+","3109.8","8","3109.8","0","992.0"," ,0","254.0"," ,0","12.0","0","18.0","0","6.0","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1971","509.7",,"509.7","0","       106","0","        73","0","        6",,"         3","0","         0","0","       115","0","        21","0","       166","0","        12","0","-15.0","0,0203,+","229"," ,0,0101, ","229.0"," ,0,0101, ","95.0"," ,0,0912, ","33.3","0,0710,+","2844.9","9","2844.9","0","1417.8"," ,0","279.0"," ,0","12.1","0","18.0","0","6.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1972","463.4",,"463.4","0","       137","0","        93","0","        4",,,,"         1","0","       115","0","         8","0","       157","0","        15","0","-18.3","0,0117, ","76"," ,0,0218, ",,,"119.4"," ,0,0622, ","35.6","0,0722,+","2634.8","8","2634.8","0","1503.4"," ,0",,,"11.8","0","17.7","0","5.9","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1973",,,,,"       115","0","        77","0",,,"         1","0",,,,,"        12","0","       169","0","        29","0",,,,,"178.0"," ,0,1217, ","49.8"," ,0,0402, ","36.7","0,0715, ","2619.5","5","2619.5","0","1127.5"," ,0","191.0"," ,0",,,"19.0","0",,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1974","465.0",,"465.0","0","       109","0","        78","0","        3",,"         2","0","         0","0","       120","0","         5","0","       168","0","        12","0","-10.6","0,0114, ","152"," ,0,0209, ","152.0"," ,0,0209, ","65.5"," ,0,1202, ","35.0","0,0710, ",,,,,"1046.9"," ,0","241.0"," ,0","12.3","0","18.7","0","6.0","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1975","528.1",,"528.1","0","       127","0","        92","0","        2",,"         2","0","         0","0","       111","0","         8","0","       176","0","        20","0","-13.3","0,0115, ","127"," ,0,0205, ","114.0"," ,0,0205, ","129.5"," ,0,0926, ","35.6","0,0804,+","2613.5","5","2613.5","0","1521.6"," ,0","203.0"," ,0","12.6","0","18.5","0","6.8","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1976","526.0",,"526.0","0","       100","0","        74","0",,,"         2","0","         0","0","       130","0","        19","0","       171","0","        32","0","-16.7","0,0119, ",,,"51.0"," ,0,0310, ","58.4"," ,0,0101, ","34.4","0,0419, ","2477.3","3","2477.3","0","1070.1"," ,0","135.0"," ,0","11.8","0","18.2","0","5.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1977",,,,,"       103","0","        68","0",,,,,,,,,"        31","0","       175","0","        41","0",,,,,,,"84.6"," ,0,1218, ","37.8","0,0707, ","3004.2","2","3004.2","0","1002.5"," ,0",,,,,"19.0","0",,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1978","564.3",,"564.3","0","       101","0","        74","0",,,"         9","0","         0","0","       119","0","        20","0","       162","0","        21","0","-16.1","0,0123, ",,,"140.0"," ,0,0120, ","51.1"," ,0,0327, ","36.1","0,0724, ",,,,,"1088.2"," ,0","571.0"," ,0","11.6","0","17.9","0","5.4","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1979",,,,,"       121","0","        83","0","       17",,"         2","0","         7","0","       110","0",,,,,,,"-24.4","0,0210, ","381"," ,0,0220, ","183.0"," ,0,0213, ","124.0"," ,0,0906, ",,,,,,,"1498.5"," ,0","498.0"," ,0",,,,,"6.1","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1980",,,,,"       111","0","        71","0",,,,,"         0","0","       111","0","        20","0","       168","0","        39","0","-16.7","0,1226, ",,,,,"43.2"," ,0,0428, ","37.2","0,0717, ",,,,,"946.4"," ,0",,,"12.1","0","18.1","0","6.0","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1981",,,,,"       105","0","        62","0","       10",,"         2","0","         4","0","       101","0","        13","0","       142","0","        16","0","-20.6","0,0113, ","51"," ,0,1217,+","51.0"," ,0,1216, ","64.3"," ,0,0916, ","35.0","0,0617, ","2663.1","1","2663.1","0","810.2"," ,0","119.0"," ,0","11.7","0","17.7","0","5.8","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1982","502.8",,"502.8","0","       121","0","        66","0",,,"         5","0","         5","0","       109","0","        17","0","       169","0","        15","0","-24.4","0,0111, ",,,"140.0"," ,0,0114, ","36.6"," ,0,1129, ","35.0","0,0719, ",,,,,"877.1"," ,0","395.0"," ,0","12.1","0","18.3","0","5.9","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1983","632.1",,"632.1","0",,,,,,,,,"         0","0","        96","0","        10","0","       153","0","        49","0","-17.2","0,1227, ",,,,,,,"38.9","0,0821, ","2439.6","6","2439.6","0","1403.2"," ,0",,,"12.4","0","18.3","0","6.5","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1984","549.4",,"549.4","0","       127","0","        79","0",,,"         4","0","         4","0","       100","0","        13","0","       153","0","        25","0","-24.4","0,0122, ",,,"114.0"," ,0,0119, ","54.1"," ,0,0329, ","35.0","0,0614,+","2901.8","8","2901.8","0","1025.8"," ,0","267.0"," ,0","12.4","0","18.1","0","6.6","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1985","552.3",,"552.3","0","       111","0","        72","0","       10",,"         3","0","         2","0","       101","0","        20","0","       173","0","        25","0","-19.4","0,0122,+","102"," ,0,0131, ","94.0"," ,0,0131, ","89.7"," ,0,0927, ","36.1","0,0906,+","2485.9","9","2485.9","0","906.8"," ,0","240.0"," ,0","12.6","0","18.7","0","6.6","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1986",,,,,"       109","0","        69","0","       14",,"         6","0",,,,,"        12","0","       172","0","        37","0",,,"127"," ,0,0225, ","114.0"," ,0,0225, ","55.1"," ,0,1225, ","37.2","0,0719, ",,,,,"902.1"," ,0","437.0"," ,0",,,"18.6","0",,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1987",,,,,"       112","0","        71","0",,,"         6","0",,,,,,,,,,,,,,,"343.0"," ,0,0126, ","53.8"," ,0,1028, ",,,,,,,"928.1"," ,0","1191.0"," ,0",,,,,,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1988","654.1",,"654.1","0","       104","0","        67","0","       15",,"         3","0","         1","0","       113","0","        18","0","       152","0","        53","0","-17.8","0,0112, ","178"," ,0,0108, ","178.0"," ,0,0108, ","72.4"," ,0,0104, ","39.4","0,0717, ",,,,,"1021.1"," ,0","284.0"," ,0","12.1","0","18.4","0","5.8","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1989","614.5",,"614.5","0","       133","0","        83","0","       27",,"         4","0","         2","0","       109","0","        16","0","       161","0","        21","0","-18.3","0,1223, ","152"," ,0,1213, ","102.0"," ,0,1209,+","57.4"," ,0,0506, ","37.2","0,0712, ","2608.8","8","2608.8","0","1282.6"," ,0","372.0"," ,0","12.2","0","17.8","0","6.5","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1990","635.0",,"635.0","0","       124","0","        76","0","        1",,"         1","0","         0","0","        91","0","         3","0","       178","0","        29","0","-11.1","0,1225,+","76"," ,0,1228, ","76.0"," ,0,1228, ","65.8"," ,0,0806, ","38.3","0,0707,+","2407.0","0","2407.0","0","1125.8"," ,0","86.0"," ,0","13.7","0","20.2","0","7.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1991","796.1",,"796.1","0","       113","0","        73","0","        1",,"         1","0","         0","0","       100","0","         4","0","       180","0","        46","0","-14.4","0,0216, ","76"," ,0,0108, ","76.0"," ,0,0108, ","50.5"," ,0,0725, ","38.3","0,0724, ","2313.8","8","2313.8","0","924.9"," ,0","81.0"," ,0","13.8","0","20.1","0","7.6","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1992",,,,,"       121","0","        76","0","        5",,"         3","0","         0","0","        89","0",,,,,,,"-13.3","0,0120, ","102"," ,0,0126, ","102.0"," ,0,0126, ","43.7"," ,0,0702, ",,,"2571.4","4","2571.4","0","1011.9"," ,0","178.0"," ,0",,,,,"6.5","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1993",,,,,"       109","0","        73","0","       13",,"         5","0",,,,,,,,,,,,,"229"," ,0,0313, ","229.0"," ,0,0313, ","104.1"," ,0,1128, ",,,,,,,"1266.3"," ,0","445.0"," ,0",,,,,,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1996","616.3",,"616.3","0","       120","0","        90","0","       24",,"        12","0","         2","0","       102","0","        17","0","       162","0","        14","0","-20.0","0,0205, ","610"," ,0,0113, ","254.0"," ,0,0108, ","68.8"," ,0,0618, ","35.0","0,0521, ",,,,,"1402.3"," ,0","1300.0"," ,0","12.3","0","17.7","0","6.9","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1997","599.6",,"599.6","0","        94","0","        63","0","       13",,"         4","0","         0","0","        87","0","         6","0","       164","0","        37","0","-15.6","0,0120, ","127"," ,0,0209, ","102.0"," ,0,0209, ","53.3"," ,0,1108, ","38.9","0,0818, ","2516.4","4","2516.4","0","892.2"," ,0","266.0"," ,0","12.9","0","18.8","0","7.1","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1998",,,,,,,,,,,"         1","0",,,,,,,,,,,,,,,"25.0"," ,0,1224, ",,,,,"2264.8","8","2264.8","0",,,"25.0"," ,0",,,,,,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","1999",,,,,,,,,"       13",,"         7","0",,,,,,,,,,,,,"178"," ,0,0310, ","178.0"," ,0,0310, ",,,,,,,,,,,"421.0"," ,0",,,,,,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2000","573.5",,"573.5","0","       106","0","        78","0","       27",,"         9","0","         0","0","       103","0","        19","0","       166","0","        16","0","-13.9","0,0129, ","229"," ,0,0128,+","152.0"," ,0,0125, ","48.8"," ,0,0926, ","36.7","0,0810,+",,,,,"1041.6"," ,0","544.0"," ,0","12.6","0","18.1","0","7.1","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2001","576.8",,"576.8","0","        99","0","        69","0","        6",,"         3","0","         0","0","       100","0","         5","0","       177","0","        16","0","-10.0","0,0122,+","102"," ,0,0223, ","102.0"," ,0,0223, ","48.5"," ,0,0705, ","36.1","0,0810, ","2745.8","8","2745.8","0","960.3"," ,0","204.0"," ,0","13.1","0","19.0","0","7.2","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2002","765.1",,"765.1","0","        97","0","        63","0","       13",,"         6","0","         0","0","        95","0","         7","0","       168","0","        45","0","-13.9","0,1207, ","178"," ,0,1206, ","102.0"," ,0,1206, ","52.1"," ,0,0829, ","36.7","0,0814,+","2276.7","7","2276.7","0","912.2"," ,0","330.0"," ,0","13.6","0","19.1","0","8.0","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2003","589.6",,"589.6","0","       150","0","       110","0","       38",,"        12","0","         0","0","        97","0","        18","0","       157","0","        14","0","-15.0","0,0118, ","483"," ,0,0218, ","279.0"," ,0,0217, ","66.3"," ,0,0923, ","33.9","0,0823, ","2891.9","9","2891.9","0","1602.7"," ,0","1002.0"," ,0","12.3","0","17.3","0","7.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2004","671.8",,"671.8","0","       123","0","        82","0","       13",,"         3","0","         0","0","        97","0","        23","0","       173","0","         8","0","-14.4","0,0110, ","178"," ,0,0128, ","152.0"," ,0,0126, ","103.9"," ,0,0705, ","33.3","0,0610, ","2580.4","4","2580.4","0","1181.3"," ,0","202.0"," ,0","13.0","0","18.2","0","7.9","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2005","733.8",,"733.8","0","       100","0","        69","0","       23",,"         7","0","         0","0","        96","0","        13","0","       167","0","        32","0","-13.9","0,0125,+","102"," ,0,0301,+","102.0"," ,0,0301, ","140.7"," ,0,1008, ","35.6","0,0814,+","2589.6","6","2589.6","0","1150.9"," ,0","495.0"," ,0","13.1","0","18.5","0","7.7","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2006","684.1",,"684.1","0","        99","0","        60","0","        5",,"         1","0","         0","0","        80","0","         1","0","       171","0","        34","0","-10.6","0,0219, ","254"," ,0,0212, ","254.0"," ,0,0212, ","120.7"," ,0,0626, ","36.1","0,0804,+","2393.6","6","2393.6","0","1019.4"," ,0","254.0"," ,0","13.9","0","19.6","0","8.1","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2007","781.8",,"781.8","0","        94","0","        59","0","       22",,"         7","0","         0","0","        95","0","        14","0","       184","0","        46","0","-12.8","0,0206, ","127"," ,0,0226,+","127.0"," ,0,0226,+","83.8"," ,0,1027, ","38.3","0,0809, ","2483.1","1","2483.1","0","775.4"," ,0","469.0"," ,0","13.5","0","19.1","0","7.8","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2008","646.0",,"646.0","0","       119","0","        70","0","        5",,"         1","0","         0","0","        98","0","         6","0","       175","0","        19","0","-12.2","0,0121, ","51"," ,0,0119,+","51.0"," ,0,0118, ","75.9"," ,0,0512, ","36.1","0,0611,+","2394.7","7","2394.7","0","1010.7"," ,0","80.0"," ,0","13.1","0","18.7","0","7.6","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2009","616.0",,"616.0","0","       135","0","        89","0","       16",,"         6","0","         0","0","       100","0","        14","0","       167","0","        13","0","-16.1","0,0118,+","457"," ,0,1220, ","254.0"," ,0,1220, ","108.5"," ,0,0526, ","33.9","0,0819,+","2648.3","3","2648.3","0","1345.4"," ,0","731.0"," ,0","12.8","0","17.9","0","7.7","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2010","869.4",,"869.4","0","       116","0","        72","0","       31",,"         8","0","         0","0","        93","0","        14","0","       182","0","        52","0","-14.4","0,0131, ","559"," ,0,0206, ","559.0"," ,0,0206, ","58.7"," ,0,0818, ","37.8","0,0725,+","2481.6","6","2481.6","0","1003.7"," ,0","1176.0"," ,0","13.6","0","19.0","0","8.3","0"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2011","834.6",,"834.6","7","       132","7","        85","7","       11",,"         4","7","         0","7","        96","7","         8","7","       176","7","        34","7","-12.2","7,0124, ","127"," ,7,0129,+","102.0"," ,7,0127, ","113.5"," ,7,0828, ","38.9","7,0723, ","2574.2","2","2574.2","7","1365.2"," ,7","219.0"," ,7","14.0","7","19.3","7","8.7","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2012","775.5",,"775.5","7","       109","7","        63","7","        4",,"         1","7","         0","7","        76","7","         5","7","       184","7","        37","7","-10.0","7,0104, ","25"," ,7,0123,+","25.0"," ,7,0120, ","130.8"," ,7,1030, ","38.3","7,0708, ","2124.7","7","2124.7","7","849.4"," ,7","59.0"," ,7","14.4","7","19.9","7","8.8","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2568.7","7","2568.7","7",,,,,,,,,,
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2014","582.6",,"582.6","7","       123","7","        81","7","       26",,"        10","7","         0","7","       110","7","        20","7","       166","7","        16","7","-16.7","7,0123, ","229"," ,7,0213, ","229.0"," ,7,0213, ","73.9"," ,7,0501, ","35.0","7,0703, ",,,,,"1220.9"," ,7","895.0"," ,7","12.2","7","17.5","7","6.9","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2015","746.6",,"746.6","7","       131","7","        85","7","       33",,"        10","7","         0","7","        96","7","        19","7","       178","7","        21","7","-17.2","7,0221, ","178"," ,7,0306,+","152.0"," ,7,0306, ","59.9"," ,7,0602, ","34.4","7,0818, ","2815.2","2","2815.2","7","1107.6"," ,7","726.0"," ,7","13.3","7","18.7","7","7.9","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2016","819.5",,"819.5","7","       119","7","        72","7","       17",,"         5","7","         0","7","        90","7","        13","7","       173","7","        40","7","-13.3","7,0125, ","457"," ,7,0124, ","356.0"," ,7,0123, ","52.3"," ,7,0816, ","37.8","7,0726, ","2301.4","4","2301.4","7","968.0"," ,7","651.0"," ,7","13.8","7","19.3","7","8.3","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2017","714.1",,"714.1","7","       123","7","        79","7","        7",,"         2","7","         0","7","        80","7","         9","7","       184","7","        23","7","-11.7","7,0109, ","76"," ,7,0314, ","66.0"," ,7,0314, ","106.2"," ,7,0729, ","35.0","7,0720,+","2216.1","1","2216.1","7","1047.3"," ,7","183.0"," ,7","14.0","7","19.3","7","8.7","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2018","856.6",,"856.6","7","       132","7","        84","7","        6",,"         4","7","         0","7","       101","7","        12","7","       167","7","        27","7","-15.6","7,0107, ","127"," ,7,0322, ","102.0"," ,7,0322, ","102.1"," ,7,0722, ","37.2","7,0703, ","2584.3","3","2584.3","7","1674.8"," ,7","244.0"," ,7","13.5","7","18.3","7","8.6","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2019","832.0",,"832.0","7","       121","7","        75","7","       11",,"         7","7","         0","7","        94","7","         7","7","       181","7","        40","7","-13.3","7,0202,+","229"," ,7,0114, ","137.0"," ,7,0114, ","48.0"," ,7,0322, ","36.1","7,0722, ","2471.4","4","2471.4","7","1040.0"," ,7","501.0"," ,7","13.9","7","19.2","7","8.6","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2020","734.4",,"734.4","7","       132","7","        90","7","        2",,"         2","7","         0","7","        72","7","         0","7","       168","7","        29","7","-8.3","7,0215, ","25"," ,7,1217,+","51.0"," ,7,0108, ","70.4"," ,7,1112, ","36.1","7,0720, ","2358.6","6","2358.6","7","1459.0"," ,7","76.0"," ,7","14.1","7","19.3","7","8.9","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2021","782.2",,"782.2","7","       111","7","        69","7","        8",,"         3","7","         0","7","        98","7","         7","7","       182","7","        37","7","-6.7","7,0307,+","76"," ,7,0202, ","58.0"," ,7,0201, ","56.4"," ,7,0810, ","35.6","7,0814, ","2381.7","7","2381.7","7","1077.7"," ,7","183.0"," ,7","14.1","7","19.5","7","8.6","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2022","725.0",,"725.0","7","       118","7","        84","7","       10",,"         5","7","         0","7","       102","7","        14","7","       175","7","        30","7","-14.4","7,1225,+","152"," ,7,0107,+","152.0"," ,7,0104, ","70.6"," ,7,0703, ","36.1","7,0805,+","2348.3","3","2348.3","7","1161.5"," ,7","372.0"," ,7","13.3","7","18.9","7","7.6","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2023","659.2",,"659.2","7","       106","7","        61","7","        0",,"         0","7","         0","7","        80","7","         1","7","       177","7","        22","7","-10.0","7,0204, ","0","T,7,1211,+","13.0"," ,7,1211,+","62.2"," ,7,1122, ","36.1","7,0907, ","2297.3","3","2297.3","7","967.3"," ,7","26.0"," ,7","14.1","7","19.9","7","8.4","7"
"USC00180700","BELTSVILLE, MD US","39.0302","-76.9315","44.2","2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1949","578.8",,"578.8","0","       108","0","        75","0","        1",,"         2","0","         0","0","       113","0","         1","0","       169","0","        25","0","-13.3","0,1217, ","102"," ,0,0228, ","102.0"," ,0,0228, ","44.5"," ,0,0829, ","36.7","0,0706, ",,,,,"984.9"," ,0","166.0"," ,0","12.8","0","19.4","0","6.3","0"
"USC00180705","BELTSVILLE PLANT STATION, MD US","39.01667","-76.95","29.9","1950","386.6",,"386.6","0","       115","0","        81","0",,,,,"         0","0","       118","0","        11","0","       168","0","         9","0","-15.0","0,1227, ",,,,,"71.1"," ,0,0820, ","34.4","0,0627, ","2705.9","9","2705.9","0","1185.3"," ,0",,,"11.5","0","17.8","0","5.2","0"
